merchant_id,business_age_days,merchant_category,merchant_category_name,city,city_tier,has_soundbox,qr_active,gst_registered,is_ghost,is_default,loan_history_count,prev_defaults,bsi_score,revenue_cv,transaction_entropy,settlement_regularity,active_days_ratio,avg_daily_revenue,revenue_trend_slope,device_session_entropy,location_variance,temporal_pattern_score,login_hour_entropy,transaction_velocity,unique_device_count,ip_change_frequency,weekend_activity_ratio,gnn_risk_score,neighbor_avg_default_rate,network_centrality,high_risk_neighbor_count,anomaly_score
M000103,930,5,Transport/Auto,Ahmedabad,2,1,1,1,0,0,1,0,0.7895,0.4853,4.454,0.9333,1.0,2247.68,-6.6616,0.2753,0.2708,0.7534,0.4366,3.8632,1,0.9779,0.4592,0.1712,0.1429,0.0007,1,0.6057
M000104,1489,0,Kirana/Grocery,Kochi,3,0,1,0,0,0,1,0,0.7795,0.5152,4.4627,0.9333,1.0,1707.58,1.5549,0.7435,0.1683,0.734,0.8109,6.0765,3,0.097,0.2629,0.268,0.0,0.0003,0,0.8105
M000105,1422,6,Services/Salon,Bengaluru,1,0,1,0,0,0,0,1,0.7857,0.4958,4.451,0.9333,1.0,4853.49,-4.4085,0.5481,0.121,0.3495,0.4965,8.439,2,0.8727,0.3805,0.4372,0.2,0.0005,1,0.7323
M000106,903,4,Electronics,Pune,2,1,1,1,0,0,5,1,0.773,0.5269,4.4587,0.9222,1.0,4008.09,-1.2398,0.794,0.1736,0.5906,0.205,5.0201,3,0.1412,0.1606,0.1344,0.125,0.0008,1,0.8354
M000107,515,7,Education/Tuition,Kochi,3,1,1,1,0,0,0,1,0.7481,0.6157,4.4506,0.9556,1.0,1063.17,2.2249,0.5197,0.3118,0.6692,0.4771,1.358,2,1.6116,0.133,0.1086,0.0,0.0005,0,0.7062
M000108,465,6,Services/Salon,Chennai,1,0,1,0,0,0,1,0,0.7796,0.5006,4.4508,0.9111,1.0,5023.56,-10.5823,0.8105,0.3053,0.7896,0.6416,2.7113,1,1.2334,0.2102,0.3661,0.1667,0.0006,1,0.8163
M000109,835,0,Kirana/Grocery,Chennai,1,1,1,0,0,0,3,0,0.7753,0.5256,4.4518,0.9333,1.0,6475.19,-11.4595,0.6096,0.4337,0.6514,0.687,0.4852,4,0.1876,0.2976,0.3192,0.1111,0.0009,1,0.7108
M000110,1481,1,Restaurant/Dhaba,Mumbai,1,1,1,1,0,0,0,2,0.7498,0.5544,4.4541,0.8556,1.0,5890.61,-33.3612,0.1878,0.3177,0.8872,0.3669,2.9804,1,1.1126,0.6286,0.295,0.1429,0.0007,1,0.5619
M000111,210,7,Education/Tuition,Bengaluru,1,1,1,1,0,0,1,1,0.7926,0.4813,4.4437,0.9444,1.0,3835.04,-6.193,0.1613,0.1664,0.5745,0.7133,5.7663,2,2.0011,0.2502,0.205,0.2727,0.0011,3,0.58
M000112,912,3,Clothing/Textile,Kochi,3,1,0,0,0,1,0,0,0.7478,0.5966,4.4438,0.9222,1.0,1332.92,-5.8396,0.8247,0.1785,0.9781,0.5564,4.174,2,1.7515,0.1848,0.544,0.0,0.0003,0,0.8513
M000113,906,7,Education/Tuition,Varanasi,3,0,1,1,0,0,1,0,0.7591,0.5661,4.4562,0.9222,1.0,979.86,-4.7981,0.7481,0.1827,0.8006,0.6852,1.8965,1,0.0689,0.2847,0.0058,0.0,0.001,0,0.8331
M000114,723,7,Education/Tuition,Ahmedabad,2,0,1,1,0,0,2,0,0.7947,0.4645,4.4566,0.9222,1.0,1951.9,-4.1562,0.9145,0.2147,0.616,0.4789,1.1241,3,0.7517,0.0834,0.2157,0.0,0.0008,0,0.8946
M000115,369,5,Transport/Auto,Varanasi,3,0,1,0,0,0,0,0,0.7877,0.4712,4.4515,0.9,1.0,1060.49,0.1867,0.5555,0.0583,0.5006,0.4082,6.7283,3,0.4024,0.4081,0.1441,0.0,0.0019,0,0.7643
M000116,520,5,Transport/Auto,Varanasi,3,0,1,1,0,0,1,0,0.74,0.6006,4.4477,0.8889,1.0,1076.83,-0.3671,0.74,0.272,0.1422,0.3241,4.1439,2,3.2603,0.065,0.1311,0.0,0.0006,0,0.7895
M000117,524,2,Medical/Pharmacy,Mumbai,1,0,1,0,0,1,2,0,0.7298,0.6375,4.458,0.9,1.0,5583.03,-9.094,0.724,0.4868,0.4419,0.2732,0.8419,2,0.6715,0.5346,0.3341,0.0,0.0007,0,0.7385
M000118,759,1,Restaurant/Dhaba,Kochi,3,1,0,0,0,0,0,0,0.7943,0.4653,4.4535,0.9222,1.0,1382.56,0.4313,0.8935,0.035,0.9244,0.2245,7.5605,2,0.1228,0.1487,0.3634,0.3,0.001,3,0.9015
M000119,1216,5,Transport/Auto,Pune,2,0,1,1,0,0,2,0,0.7671,0.5553,4.4516,0.9444,1.0,2027.52,-3.1798,0.3668,0.2059,0.5564,0.5368,11.6542,1,0.6281,0.1206,0.4531,0.3333,0.0006,2,0.615
M000120,485,7,Education/Tuition,Indore,3,1,1,1,0,0,3,0,0.7893,0.4972,4.4447,0.9556,1.0,910.63,-2.5272,0.7684,0.466,0.6428,0.6671,4.0658,2,0.044,0.2858,0.1894,0.2222,0.0009,2,0.7432
M000121,1145,5,Transport/Auto,Kochi,3,0,0,1,0,0,0,2,0.7742,0.5161,4.4524,0.9111,1.0,1038.92,-0.6064,0.7321,0.3212,0.4417,0.4153,3.1138,3,3.0191,0.2187,0.224,0.1818,0.0011,2,0.7778
M000122,134,3,Clothing/Textile,Delhi,1,1,1,0,0,0,2,0,0.786,0.4949,4.4503,0.9333,1.0,4694.04,-9.6572,0.7784,0.141,0.8271,0.9228,2.4917,2,0.2509,0.4526,0.1732,0.2222,0.0009,2,0.8541
M000123,748,4,Electronics,Hyderabad,1,1,1,0,0,1,0,0,0.7121,0.6737,4.4471,0.8778,1.0,7626.49,-12.4012,0.4367,0.4069,0.494,0.7477,7.3175,3,0.2807,0.2235,0.6793,0.2222,0.0009,2,0.6087
M000124,468,4,Electronics,Mumbai,1,1,1,0,1,0,0,0,0.7408,0.6166,4.4426,0.9222,1.0,9206.14,9.2413,0.5842,0.2862,0.0854,0.7794,6.5823,2,4.2257,0.1323,0.1769,0.125,0.0008,1,0.7083
M000125,1381,4,Electronics,Lucknow,2,1,1,0,0,0,2,0,0.7545,0.567,4.4597,0.9,1.0,3925.75,2.4617,0.7728,0.8072,0.3656,0.7148,1.8804,3,0.585,0.2904,0.0463,0.0,0.0001,0,0.6557
M000126,680,0,Kirana/Grocery,Kochi,3,1,0,1,0,0,1,0,0.78,0.5072,4.4608,0.9222,1.0,1567.74,-5.6849,0.5249,0.191,0.4761,0.7191,10.8459,2,0.3923,0.4205,0.167,0.0,0.0011,0,0.6876
M000127,538,4,Electronics,Varanasi,3,1,1,0,0,0,1,0,0.7767,0.5167,4.4616,0.9222,1.0,1970.22,-2.9327,0.4036,0.1039,0.6521,0.6405,5.9813,3,0.4832,0.4264,0.4306,0.2,0.001,2,0.6944
M000128,280,4,Electronics,Bengaluru,1,0,1,0,0,0,2,0,0.7897,0.4706,4.4438,0.9111,1.0,7222.53,11.1085,0.2532,0.1385,0.9357,0.9831,3.4212,4,0.1885,0.1664,0.4126,0.25,0.0008,2,0.6392
M000129,994,0,Kirana/Grocery,Jaipur,2,0,1,0,0,0,1,0,0.7544,0.5863,4.4598,0.9333,1.0,3158.92,17.124,0.8075,0.6255,0.8362,0.3337,3.3668,3,1.837,0.0233,0.2194,0.25,0.0008,2,0.7151
M000130,1244,7,Education/Tuition,Ahmedabad,2,0,1,1,0,0,2,1,0.7383,0.6237,4.4426,0.9222,1.0,1852.15,2.5528,0.5247,0.2921,0.7683,0.34,3.0546,4,0.149,0.3174,0.1908,0.125,0.0008,1,0.7039
M000131,76,7,Education/Tuition,Mumbai,1,0,1,1,0,1,2,0,0.6389,0.9147,4.4484,0.9333,1.0,5961.94,-18.9489,0.4396,0.2746,0.8895,0.9992,4.2445,3,0.0333,0.3146,0.4855,0.1429,0.0007,1,0.668
M000132,908,7,Education/Tuition,Mumbai,1,0,1,0,0,1,0,1,0.7379,0.6073,4.4534,0.8889,1.0,4381.99,-12.263,0.6318,0.1345,0.5512,0.2946,4.5955,1,0.3809,0.2782,0.4931,0.0,0.0006,0,0.7848
M000133,1304,3,Clothing/Textile,Hyderabad,1,0,1,0,0,0,3,0,0.7615,0.5782,4.4542,0.9556,1.0,5589.87,-21.8561,0.8697,0.1788,0.35,0.6228,1.7911,4,0.5559,0.0661,0.1076,0.0,0.0007,0,0.8835
M000134,1047,1,Restaurant/Dhaba,Nagpur,3,1,1,0,0,0,1,0,0.7213,0.6422,4.4554,0.8667,1.0,1516.1,0.8664,0.3992,0.4783,0.8911,0.2334,4.6001,2,0.1346,0.3293,0.0566,0.0,0.0011,0,0.5886
M000135,804,5,Transport/Auto,Bengaluru,1,1,1,1,0,0,1,0,0.7605,0.547,4.4391,0.9,1.0,4571.65,-23.7244,0.83,0.3732,0.5508,0.4412,4.4865,2,5.5925,0.5283,0.1481,0.1667,0.0006,1,0.7931
M000136,914,2,Medical/Pharmacy,Pune,2,0,1,1,0,0,3,0,0.7666,0.5323,4.458,0.9,1.0,2680.4,-4.5257,0.5257,0.8137,0.6326,0.4918,2.1598,2,0.4985,0.4035,0.1503,0.0,0.0009,0,0.5532
M000137,93,5,Transport/Auto,Ahmedabad,2,1,1,0,0,0,1,0,0.7551,0.5887,4.4452,0.9444,1.0,2267.27,-4.6016,0.5098,0.0043,0.6965,0.693,8.0836,2,1.4364,0.1118,0.1839,0.0,0.0004,0,0.7541
M000138,349,7,Education/Tuition,Pune,2,1,1,0,0,0,2,0,0.7835,0.5066,4.438,0.9444,1.0,1939.65,-6.171,0.7067,0.7424,0.6568,0.7278,2.8675,2,0.1842,0.1583,0.4003,0.2,0.001,2,0.6428
M000139,889,7,Education/Tuition,Indore,3,0,1,0,0,0,1,0,0.7745,0.5477,4.4572,0.9667,1.0,1072.87,-0.2799,0.7467,0.5272,0.5514,0.5481,5.7077,2,2.7643,0.2084,0.2517,0.0,0.0011,0,0.7063
M000140,809,4,Electronics,Nagpur,3,1,1,0,0,1,3,0,0.6976,0.7413,4.4519,0.9222,1.0,2106.25,-15.4194,0.3952,0.4189,0.5012,0.9271,0.6418,2,0.0863,0.1373,0.4166,0.1,0.001,1,0.6286
M000141,1345,4,Electronics,Hyderabad,1,1,1,0,0,0,1,0,0.7779,0.5066,4.4597,0.9111,1.0,7041.39,-29.4636,0.8297,0.1573,0.7735,0.9485,4.6293,1,1.8498,0.2678,0.4214,0.25,0.0004,1,0.8569
M000142,58,6,Services/Salon,Lucknow,2,1,1,0,0,0,2,0,0.6834,0.7898,4.4626,0.9333,1.0,2829.02,-0.2942,0.7505,0.2978,0.9544,0.312,1.6041,4,3.6605,0.527,0.1999,0.0,0.0004,0,0.8012
M000143,466,5,Transport/Auto,Bengaluru,1,0,1,0,0,0,1,1,0.7675,0.5271,4.4393,0.9,1.0,4601.91,-5.004,0.8678,0.3181,0.4627,0.2162,4.1536,7,0.6975,0.5707,0.3745,0.3,0.001,3,0.8268
M000144,792,7,Education/Tuition,Delhi,1,0,1,0,0,0,0,0,0.7464,0.58,4.4317,0.8889,1.0,4097.97,-2.6783,0.855,0.1277,0.7498,0.2625,8.8874,2,5.582,0.2584,0.2727,0.0,0.0008,0,0.8504
M000145,765,5,Transport/Auto,Mumbai,1,1,1,0,1,0,0,0,0.7583,0.5605,4.4451,0.9111,1.0,4419.25,-8.2347,0.8905,0.2149,0.1571,0.5849,0.728,4,0.058,0.4598,0.1477,0.0,0.0005,0,0.8874
M000146,1100,6,Services/Salon,Jaipur,2,1,1,0,0,0,2,0,0.7446,0.6069,4.4517,0.9222,1.0,2491.57,-2.765,0.6203,0.2198,0.8228,0.7677,9.1228,3,1.9819,0.334,0.1684,0.125,0.0008,1,0.7274
M000147,1470,4,Electronics,Surat,2,1,1,0,0,0,2,0,0.7684,0.5709,4.4522,0.9778,1.0,3952.83,-5.3441,0.5651,0.1742,0.6383,0.5123,5.6006,2,0.1099,0.3779,0.3607,0.1429,0.0007,1,0.7402
M000148,480,7,Education/Tuition,Delhi,1,1,1,0,0,0,1,0,0.7714,0.5299,4.4482,0.9222,1.0,4077.59,1.4874,0.2426,0.4021,0.713,0.3265,3.3314,1,0.2187,0.3618,0.1697,0.0769,0.0013,1,0.5564
M000149,662,0,Kirana/Grocery,Mumbai,1,1,1,0,0,1,4,1,0.7516,0.5858,4.4444,0.9222,1.0,6742.88,-25.5382,0.6676,0.51,0.4806,0.3492,5.4261,2,0.373,0.5777,0.6637,0.5,0.0002,1,0.6815
M000150,1127,7,Education/Tuition,Kochi,3,1,1,1,0,0,2,0,0.7682,0.54,4.4545,0.9222,1.0,1013.17,-0.7851,0.8737,0.7865,0.5478,0.6083,6.7041,2,0.1628,0.5849,0.235,0.0909,0.0011,1,0.6733
M000151,1106,0,Kirana/Grocery,Delhi,1,1,1,1,0,0,1,1,0.7593,0.5955,4.4432,0.9778,1.0,6710.8,-3.784,0.8941,0.1781,0.7003,0.4099,1.6963,1,0.3573,0.3905,0.2047,0.0,0.001,0,0.894
M000152,262,0,Kirana/Grocery,Mumbai,1,1,1,1,0,0,2,0,0.6643,0.79,4.438,0.8444,1.0,6950.64,0.7161,0.6701,0.2393,0.8255,0.8484,3.3128,2,1.2765,0.3149,0.0887,0.0,0.0003,0,0.7764
M000153,229,2,Medical/Pharmacy,Lucknow,2,1,1,0,0,0,0,0,0.7632,0.5732,4.4535,0.9556,1.0,2735.5,-6.7692,0.8071,0.2981,0.796,0.6218,3.4276,1,0.2915,0.361,0.008,0.0,0.0004,0,0.8128
M000154,703,1,Restaurant/Dhaba,Varanasi,3,1,1,1,0,1,1,0,0.7494,0.5858,4.4446,0.9111,1.0,1550.22,-7.4636,0.7202,0.2508,0.567,0.2943,1.7378,2,0.2026,0.0954,0.6356,0.1667,0.0006,1,0.8024
M000155,578,4,Electronics,Chennai,1,1,1,0,0,0,1,0,0.7714,0.5302,4.4498,0.9222,1.0,6914.04,-18.5178,0.3868,0.8829,0.5733,0.5317,4.8142,4,1.4113,0.1029,0.5645,0.4,0.0005,2,0.461
M000156,966,3,Clothing/Textile,Lucknow,2,1,1,0,0,0,2,1,0.7617,0.558,4.4502,0.9222,1.0,2611.83,-13.0029,0.6788,0.4136,0.4558,0.8178,8.4099,2,1.1584,0.5153,0.2554,0.0,0.0011,0,0.697
M000157,126,5,Transport/Auto,Kochi,3,1,1,0,0,0,1,0,0.7617,0.5445,4.4452,0.9,1.0,1069.8,-0.4323,0.8811,0.159,0.7853,0.9641,3.2504,2,1.0928,0.5472,0.2498,0.0,0.0008,0,0.8852
M000158,78,5,Transport/Auto,Mumbai,1,1,1,0,0,0,0,0,0.6275,0.9411,4.4483,0.9222,1.0,5201.29,5.409,0.818,0.5038,0.6008,0.2969,0.4183,2,1.0061,0.3023,0.5363,0.4,0.0005,2,0.7736
M000159,925,4,Electronics,Lucknow,2,1,1,0,0,1,1,3,0.7244,0.6329,4.4522,0.8667,1.0,3794.01,-14.3209,0.8971,0.4951,0.9391,0.3905,3.3434,2,0.1364,0.1887,0.6978,0.1538,0.0013,2,0.7902
M000160,551,4,Electronics,Ahmedabad,2,1,1,0,0,0,1,0,0.7504,0.5774,4.4495,0.9,1.0,3723.21,-2.9836,0.5119,0.357,0.4412,0.2693,1.7961,4,1.6614,0.3242,0.1838,0.0,0.0005,0,0.6869
M000161,69,4,Electronics,Surat,2,1,1,0,0,1,1,0,0.6139,1.0567,4.4555,0.9556,1.0,5097.12,-70.3621,0.8107,0.0723,0.0575,0.2656,1.526,5,0.2982,0.3783,0.6541,0.125,0.0008,1,0.8934
M000162,943,5,Transport/Auto,Surat,2,0,1,1,0,0,0,0,0.8069,0.4407,4.4452,0.9444,1.0,2259.76,-2.5322,0.757,0.1253,0.7534,0.5674,1.7107,2,1.0466,0.4016,0.0998,0.0,0.0006,0,0.8549
M000163,1206,6,Services/Salon,Lucknow,2,1,1,1,0,0,1,1,0.7799,0.4941,4.4577,0.9,1.0,2518.52,-0.8914,0.25,0.486,0.9306,0.7773,3.97,1,4.5133,0.4795,0.2222,0.3,0.001,3,0.5304
M000164,1159,4,Electronics,Hyderabad,1,1,1,0,0,0,4,1,0.749,0.5613,4.4433,0.8667,1.0,7745.65,-12.0228,0.3951,0.4045,0.8975,0.3585,8.1662,3,1.7403,0.4457,0.2529,0.2222,0.0009,2,0.5877
M000165,582,5,Transport/Auto,Bhopal,3,1,1,1,1,0,0,0,0.773,0.5508,4.4491,0.9667,1.0,1139.89,4.3807,0.7567,0.2587,0.0044,0.7908,0.5463,6,3.7594,0.4244,0.4811,0.3333,0.0006,2,0.8218
M000166,705,1,Restaurant/Dhaba,Chennai,1,1,1,0,1,0,0,0,0.7502,0.5643,4.4434,0.8778,1.0,6188.44,4.7264,0.5888,0.1095,0.4432,0.8788,5.7558,3,1.5286,0.337,0.9874,1.0,0.0001,1,0.7681
M000167,799,3,Clothing/Textile,Chennai,1,1,1,1,0,0,0,0,0.7838,0.5141,4.4522,0.9556,1.0,4692.93,-9.4043,0.7991,0.1948,0.5559,0.35,6.1529,1,0.2763,0.3016,0.1648,0.0,0.0012,0,0.8243
M000168,240,0,Kirana/Grocery,Delhi,1,1,1,0,0,0,2,0,0.7562,0.5798,4.4491,0.9333,1.0,5954.69,-4.9106,0.5065,0.6601,0.4435,0.2445,2.3303,4,0.2833,0.1599,0.4703,0.2857,0.0007,2,0.5906
M000169,1255,6,Services/Salon,Jaipur,2,1,1,1,0,0,1,0,0.7763,0.4966,4.4473,0.8889,1.0,2291.51,-10.1236,0.9033,0.3245,0.7761,0.4546,4.014,2,0.5679,0.3203,0.1338,0.1667,0.0006,1,0.8399
M000170,462,3,Clothing/Textile,Pune,2,1,1,1,0,0,4,0,0.7764,0.5461,4.439,0.9778,1.0,2726.85,-3.9872,0.8981,0.0629,0.3736,0.7588,4.5027,4,0.2712,0.1812,0.0173,0.0,0.0003,0,0.9134
M000171,736,4,Electronics,Chennai,1,0,1,0,0,0,2,0,0.7705,0.5042,4.4286,0.8778,1.0,7395.31,-11.4556,0.7401,0.4178,0.7618,0.2492,14.3595,4,2.2279,0.2006,0.2289,0.1818,0.0011,2,0.6845
M000172,594,3,Clothing/Textile,Lucknow,2,1,1,0,0,1,0,0,0.7545,0.5916,4.4535,0.9444,1.0,2508.85,-14.0977,0.2994,0.7673,0.7324,0.5534,4.5173,2,2.0629,0.2444,0.6611,0.4,0.0005,2,0.4625
M000173,176,4,Electronics,Hyderabad,1,1,1,1,0,0,1,0,0.7845,0.4914,4.4411,0.9222,1.0,7554.3,-23.0465,0.3464,0.2826,0.6984,0.719,2.866,1,0.3392,0.1757,0.3598,0.2,0.001,2,0.6366
M000174,311,3,Clothing/Textile,Ahmedabad,2,0,1,1,0,0,2,0,0.7541,0.5676,4.4564,0.9,1.0,2422.67,-11.6312,0.7379,0.3593,0.7292,0.9885,2.154,2,0.966,0.2332,0.126,0.125,0.0008,1,0.7744
M000175,1363,2,Medical/Pharmacy,Hyderabad,1,1,1,0,0,0,0,1,0.7983,0.4532,4.4499,0.9222,1.0,4946.57,-10.3738,0.6686,0.319,0.9403,0.2498,1.0106,2,0.4436,0.1935,0.1136,0.0,0.0008,0,0.7657
M000176,784,7,Education/Tuition,Lucknow,2,0,1,1,0,0,0,1,0.7637,0.5189,4.4395,0.8667,1.0,1951.45,-1.005,0.4149,0.0912,0.7605,0.6247,0.2972,4,2.0004,0.2692,0.4602,0.3333,0.0003,1,0.7368
M000177,1104,3,Clothing/Textile,Lucknow,2,0,1,0,0,0,3,0,0.7282,0.6509,4.4316,0.9222,1.0,2519.48,0.0941,0.7767,0.0699,0.3946,0.5821,8.5051,2,0.7868,0.2387,0.2861,0.0,0.0002,0,0.8387
M000178,524,7,Education/Tuition,Bhopal,3,0,1,1,0,0,2,0,0.753,0.5443,4.4472,0.8556,1.0,1098.66,-2.7291,0.0633,0.3547,0.2001,0.5992,13.7794,2,0.1785,0.5026,0.3224,0.25,0.0008,2,0.4362
M000179,438,0,Kirana/Grocery,Chennai,1,1,0,1,0,0,3,0,0.755,0.5702,4.4477,0.9111,1.0,7214.55,-34.6442,0.7685,0.0667,0.4737,0.6315,3.2325,4,0.1984,0.3693,0.2363,0.3333,0.0006,2,0.868
M000180,302,0,Kirana/Grocery,Bengaluru,1,1,0,0,0,0,0,0,0.7552,0.5647,4.4573,0.9,1.0,6354.81,-22.5338,0.7986,0.8361,0.192,0.3697,6.0369,6,0.5883,0.1426,0.3794,0.1818,0.0011,2,0.6324
M000181,487,6,Services/Salon,Mumbai,1,0,1,0,1,0,0,0,0.7581,0.5886,4.4607,0.9556,1.0,5390.59,-4.7984,0.7255,0.3423,0.0628,0.9631,2.1859,1,0.0823,0.3919,0.1413,0.1111,0.0009,1,0.7744
M000182,1173,3,Clothing/Textile,Varanasi,3,1,1,0,0,0,2,0,0.719,0.662,4.4581,0.8889,1.0,1295.54,-3.8314,0.7437,0.4257,0.6696,0.2685,5.7542,2,0.379,0.5593,0.2201,0.0,0.0008,0,0.7352
M000183,75,5,Transport/Auto,Varanasi,3,0,1,1,0,1,0,0,0.6255,0.9787,4.4502,0.9778,1.0,1478.61,-11.4082,0.7676,0.6289,0.9902,0.3375,4.4636,1,4.9891,0.119,0.3718,0.0,0.0004,0,0.6916
M000184,1296,7,Education/Tuition,Bengaluru,1,1,1,0,1,0,0,0,0.7675,0.5611,4.4562,0.9556,1.0,3856.9,-13.4606,0.4479,0.6097,0.2459,0.877,8.9446,2,1.5856,0.1707,0.356,0.1,0.001,1,0.5426
M000185,340,5,Transport/Auto,Lucknow,2,0,1,0,0,0,0,0,0.7833,0.5083,4.4461,0.9444,1.0,2459.85,-4.7141,0.7092,0.1807,0.8316,0.7421,1.1993,1,1.2686,0.1781,0.4413,0.2222,0.0009,2,0.8223
M000186,591,5,Transport/Auto,Bhopal,3,1,1,0,0,0,1,1,0.7343,0.6101,4.4459,0.8778,1.0,1132.85,-3.8791,0.324,0.4043,0.7964,0.7489,4.4892,4,1.3054,0.1361,0.1165,0.0,0.0004,0,0.5814
M000187,360,3,Clothing/Textile,Ahmedabad,2,1,1,1,0,1,0,0,0.7455,0.61,4.4472,0.9333,1.0,2509.95,-5.8714,0.7559,0.2311,0.5868,0.3646,2.1622,3,0.7561,0.1603,0.5201,0.25,0.0004,1,0.8201
M000188,40,5,Transport/Auto,Lucknow,2,1,0,0,0,0,1,0,0.6739,0.8278,4.4511,0.9556,1.0,2742.11,-4.2864,0.6279,0.294,0.4938,0.5953,5.0661,3,0.8281,0.3005,0.2425,0.1667,0.0006,1,0.7326
M000189,937,1,Restaurant/Dhaba,Bengaluru,1,1,1,1,0,0,2,1,0.7587,0.5485,4.4579,0.8889,1.0,6348.87,-15.7742,0.9273,0.2933,0.8709,0.7016,6.11,3,0.0558,0.1719,0.2961,0.25,0.0008,2,0.8463
M000190,1477,3,Clothing/Textile,Bengaluru,1,1,1,0,0,1,2,0,0.7562,0.5921,4.4471,0.9556,1.0,5410.17,-11.0108,0.78,0.2678,0.674,0.9047,4.7948,3,1.9682,0.1874,0.4371,0.0,0.0008,0,0.8029
M000191,1101,0,Kirana/Grocery,Varanasi,3,1,1,1,0,0,1,0,0.7653,0.5492,4.4605,0.9222,1.0,1496.09,0.8302,0.3871,0.206,0.7281,0.6145,7.9655,2,1.7886,0.0626,0.1616,0.1818,0.0011,2,0.6452
M000192,1430,7,Education/Tuition,Kochi,3,1,1,0,0,0,2,0,0.7627,0.5238,4.4539,0.8667,1.0,1018.4,-0.7094,0.9927,0.1759,0.621,0.5212,2.3345,3,1.7337,0.5679,0.0608,0.0,0.0005,0,0.9303
M000193,37,6,Services/Salon,Pune,2,1,1,0,0,0,1,1,0.6695,0.8419,4.4606,0.9556,1.0,3428.96,10.2362,0.4096,0.4984,0.6573,0.626,7.643,2,0.1989,0.3905,0.2115,0.0,0.0009,0,0.5685
M000194,1013,5,Transport/Auto,Delhi,1,1,1,0,0,0,1,0,0.7569,0.5266,4.4469,0.8444,1.0,4570.5,-10.7359,0.7327,0.5899,0.2675,0.6258,1.4606,1,2.2145,0.2219,0.0965,0.125,0.0008,1,0.7073
M000195,1423,2,Medical/Pharmacy,Mumbai,1,1,1,0,0,0,3,0,0.7663,0.5509,4.4494,0.9333,1.0,5807.19,0.5509,0.7177,0.0933,0.4571,0.5715,3.474,2,0.2937,0.3282,0.2381,0.125,0.0008,1,0.8382
M000196,1493,5,Transport/Auto,Ahmedabad,2,1,1,1,0,0,2,0,0.7547,0.564,4.4413,0.9,1.0,2166.74,9.6914,0.6576,0.6989,0.5516,0.4865,7.5082,3,0.9454,0.2749,0.384,0.2,0.0005,1,0.6083
M000197,595,0,Kirana/Grocery,Nagpur,3,1,1,1,0,0,1,0,0.8064,0.4572,4.4613,0.9667,1.0,1527.79,-7.9463,0.8716,0.3405,0.0647,0.2043,1.6922,2,0.708,0.1005,0.1277,0.1111,0.0009,1,0.8363
M000198,302,1,Restaurant/Dhaba,Varanasi,3,1,1,1,0,1,1,0,0.7333,0.606,4.4409,0.8667,1.0,1550.14,-7.8039,0.7631,0.2079,0.8772,0.6076,1.6131,2,1.338,0.1092,0.4893,0.1,0.001,1,0.8332
M000199,970,3,Clothing/Textile,Varanasi,3,1,0,0,0,0,1,0,0.7511,0.5889,4.4543,0.9222,1.0,1357.5,2.7001,0.5099,0.3683,0.2451,0.263,7.1425,3,2.3255,0.0991,0.1661,0.0909,0.0011,1,0.6506
M000200,930,5,Transport/Auto,Surat,2,0,1,0,0,0,2,0,0.7519,0.5491,4.4601,0.8556,1.0,2200.16,-3.3482,0.6043,0.0247,0.547,0.5538,4.2497,1,0.318,0.2868,0.1506,0.0,0.0005,0,0.8088
M000201,160,2,Medical/Pharmacy,Bengaluru,1,1,1,1,0,0,3,1,0.7745,0.5274,4.448,0.9333,1.0,6073.11,-32.6076,0.4608,0.1825,0.7979,0.8573,5.9397,4,1.7832,0.1182,0.2276,0.0,0.0003,0,0.6939
M000202,753,7,Education/Tuition,Hyderabad,1,1,1,1,0,0,2,0,0.7816,0.5071,4.4495,0.9333,1.0,3954.8,-18.4706,0.8757,0.3476,0.7679,0.7903,2.4448,2,1.2855,0.2309,0.1839,0.0,0.0004,0,0.8313
M000203,663,6,Services/Salon,Indore,3,1,1,0,0,0,1,0,0.7333,0.6433,4.4355,0.9333,1.0,1354.91,1.5641,0.5794,0.2755,0.6616,0.4155,5.5621,3,0.1166,0.4941,0.0452,0.0,0.001,0,0.7157
M000204,143,0,Kirana/Grocery,Ahmedabad,2,1,1,1,1,0,0,0,0.784,0.4887,4.4571,0.9111,1.0,3414.0,-0.6779,0.6178,0.3414,0.1016,0.614,6.8074,4,0.6584,0.2809,0.3947,0.3333,0.0006,2,0.7039
M000205,561,6,Services/Salon,Bengaluru,1,1,1,1,0,0,1,0,0.7657,0.5537,4.4556,0.9333,1.0,5126.96,-25.4865,0.7515,0.1713,0.8864,0.4268,12.6066,4,0.4816,0.2314,0.2706,0.0,0.0006,0,0.7736
M000206,1392,6,Services/Salon,Delhi,1,1,1,1,0,0,2,0,0.7611,0.5851,4.4523,0.9667,1.0,5319.31,-5.6362,0.8982,0.2442,0.1559,0.4386,10.0315,1,0.1059,0.3031,0.1207,0.1111,0.0009,1,0.8258
M000207,1074,2,Medical/Pharmacy,Jaipur,2,1,1,0,0,0,1,0,0.7906,0.4807,4.4439,0.9333,1.0,2931.75,-5.2019,0.8292,0.3153,0.731,0.3856,7.1796,2,0.1522,0.0988,0.0379,0.0,0.0001,0,0.794
