src,dst,weight
M005187,M005293,23714.6
M007155,M007803,2632.92
M004267,M000195,462.24
M003028,M005158,1056.23
M001151,M008696,2066.41
M007120,M004870,2198.55
M004161,M009149,1682.68
M004841,M001083,2495.61
M008752,M000753,1479.24
M009394,M001020,422.13
M007553,M007577,322.59
M009153,M001999,4273.08
M003456,M000533,403.69
M003144,M004341,1558.59
M005249,M001286,749.62
M009581,M006883,19111.46
M000226,M003248,750.02
M004568,M004951,3293.08
M005124,M008248,885.14
M005682,M009753,736.06
M002375,M000740,356.95
M004911,M004914,54.79
M002501,M006513,7390.99
M005971,M002326,9072.73
M001209,M006271,8318.28
M005700,M009666,5895.8
M007581,M005350,1133.14
M004462,M005208,1187.09
M006486,M007002,531.86
M008545,M004159,4719.86
M002599,M008032,963.6
M006928,M006712,1013.05
M004598,M000038,488.44
M001888,M007386,1368.55
M000244,M008362,591.45
M003930,M001048,239.0
M000016,M003823,2197.55
M006473,M008285,9888.28
M001216,M001668,1127.66
M003011,M001723,125.03
M002705,M007021,3144.13
M009886,M000050,2501.25
M009465,M001149,1143.19
M005310,M006479,2439.62
M002322,M006947,1812.12
M007545,M005747,12950.39
M003228,M005333,239.39
M009161,M003760,9772.67
M004908,M004166,9473.38
M005479,M001999,5279.05
M007006,M009914,256.16
M004897,M002954,3763.59
M006823,M002106,119.51
M004395,M009296,1576.9
M003852,M008744,1455.66
M004427,M007178,2222.67
M008395,M001104,1700.36
M005630,M006929,4061.12
M003546,M006858,6428.78
M003353,M003900,2827.96
M002380,M001919,530.54
M008802,M000743,977.24
M001799,M001631,1569.78
M001692,M002621,49.91
M003637,M000219,539.1
M006843,M004757,123.06
M005724,M006998,979.91
M005439,M008588,383.11
M006520,M006019,344.27
M005004,M009504,1745.66
M002897,M000290,488.25
M004097,M009870,13083.98
M009335,M009870,60.97
M008522,M007165,143.82
M005229,M007077,4253.23
M006446,M000910,83.12
M008535,M007812,3538.37
M000326,M007042,1027.11
M007456,M005214,284.4
M003212,M000977,2759.21
M006017,M002988,10435.73
M007356,M004067,471.04
M005389,M006496,1506.94
M009258,M008334,18854.19
M007188,M000307,1007.77
M005739,M009496,578.85
M007148,M007973,249.85
M008349,M003300,46.34
M006743,M000471,190.48
M001693,M005361,143.39
M006806,M008977,51.41
M006932,M003421,1540.3
M006666,M001397,6767.8
M004204,M004490,176.2
M002917,M007278,4894.66
M008016,M009341,1360.23
M003438,M001286,1385.97
M006678,M003298,771.45
M001723,M002719,866.22
M008118,M004289,906.05
M000035,M007125,273.24
M004356,M000644,942.52
M004560,M007070,2502.45
M000570,M003326,423.03
M009059,M007158,479.88
M000641,M007652,3967.15
M005804,M001782,1113.57
M006895,M007136,2295.49
M004468,M001194,789.34
M005707,M009966,11245.06
M005760,M000240,2635.87
M009479,M006406,679.12
M001330,M001617,802.52
M007612,M005380,1681.45
M002099,M000051,497.23
M000423,M000260,8855.82
M007397,M009972,3831.28
M007297,M008975,8453.46
M006345,M000936,7969.65
M002295,M009488,112.49
M004535,M005225,12555.0
M002671,M005319,5693.15
M000546,M000593,145.25
M007852,M005972,7562.17
M004691,M003664,1972.55
M006078,M004690,592.5
M006024,M006345,2583.95
M004951,M002003,526.6
M007096,M000785,669.11
M006709,M000192,179.76
M006889,M001378,1312.94
M008168,M002848,9703.34
M009687,M002112,2569.72
M007211,M007638,83.87
M004858,M001883,46.26
M008980,M000284,983.3
M006692,M002442,1709.54
M000129,M000707,460.74
M002230,M009735,311.35
M008434,M004052,2253.15
M001354,M009559,1362.82
M003446,M005227,3167.15
M000434,M008667,485.23
M009896,M002003,3042.4
M000841,M006298,251.82
M008448,M002483,405.57
M005695,M001431,40151.03
M008393,M005043,666.17
M008053,M008770,9694.06
M008486,M001089,304.32
M001441,M007513,1348.61
M005445,M000458,195.44
M007098,M003577,104.79
M003191,M007973,1208.0
M008687,M002742,364.42
M001957,M002869,2496.03
M009395,M009239,5149.28
M005872,M007910,34346.64
M003290,M007530,3615.84
M007985,M001912,258.04
M003980,M004699,364.8
M007285,M002698,176.19
M006826,M004666,2472.89
M005242,M001945,6293.52
M002974,M002931,38.29
M002306,M001096,200.39
M005950,M007915,1504.8
M008392,M000069,9021.13
M002696,M005049,528.21
M005742,M000575,340.23
M009457,M002538,15099.33
M007232,M000700,114.19
M009808,M009689,15914.24
M002678,M009819,2258.05
M003533,M008668,1705.3
M009016,M009507,331.14
M002247,M007777,878.81
M001451,M005256,724.35
M007919,M000216,478.34
M003508,M006434,1062.91
M005431,M004909,415.82
M003143,M005393,507.96
M000338,M003961,45.26
M009799,M007749,1598.73
M006980,M000050,831.23
M002870,M008920,18464.34
M009699,M002104,10020.58
M001742,M009345,45.56
M003009,M001867,674.44
M002928,M008464,272.38
M006767,M002491,2889.01
M007582,M008278,4759.24
M004666,M003543,2338.99
M009103,M008504,3275.2
M005927,M001453,170.71
M000714,M004770,491.13
M009895,M004415,720.41
M000257,M006197,1479.13
M001268,M009587,651.73
M007450,M003241,15249.3
M008082,M000196,393.2
M007048,M004737,54842.83
M003220,M001421,2968.48
M008833,M008691,4927.04
M003544,M002471,2210.98
M008501,M008898,5951.73
M000209,M006666,2164.13
M006024,M005999,8043.46
M001084,M008285,497.89
M009406,M000585,1804.37
M000887,M006072,2384.96
M000950,M007564,556.25
M002414,M006859,1598.91
M001769,M004778,136.03
M007809,M002935,699.11
M006058,M000161,3039.74
M008306,M007766,1665.4
M006205,M000284,1242.81
M003529,M007167,371.06
M006944,M008601,667.68
M007678,M003303,3797.07
M009883,M009372,987.34
M005640,M005557,893.38
M002536,M004750,542.32
M002661,M004789,470.29
M004649,M001220,237.04
M003705,M004470,13573.18
M003880,M000316,123.56
M005653,M001435,322.86
M001018,M008230,606.5
M001285,M005373,4105.46
M006150,M001731,3411.14
M005848,M001804,132.14
M000525,M007310,4227.98
M008355,M003361,321.78
M006137,M000313,725.39
M007272,M000607,2561.66
M005290,M000430,115.84
M003026,M001196,1514.2
M001819,M007573,804.54
M004143,M002917,25966.52
M009040,M001576,391.22
M006560,M006169,460.46
M005792,M005582,181.5
M003680,M008686,2435.66
M004635,M009420,224.58
M002041,M003850,3317.01
M001665,M009813,158.08
M005466,M001990,3921.76
M007214,M002354,13343.59
M005093,M002428,2073.23
M004440,M006962,156.91
M007374,M005027,3442.48
M006555,M009896,2281.76
M007878,M005100,1877.71
M008824,M000425,8151.39
M008363,M003208,42073.56
M002709,M001553,1142.1
M000606,M000223,238.96
M000816,M000842,1130.41
M007570,M000457,1951.58
M005408,M004951,969.57
M001357,M004226,795.03
M005998,M000401,9309.92
M007531,M001215,911.98
M008577,M001465,104.84
M006657,M008178,1764.71
M007756,M001884,407.5
M001002,M004580,376.24
M002579,M002410,298.17
M003585,M003165,1365.58
M006255,M002080,13443.55
M004334,M004992,6341.69
M007908,M002749,1155.38
M009046,M000893,14675.54
M003016,M002495,68.06
M008609,M001685,71.23
M002052,M004225,17424.99
M003705,M008167,591.08
M005369,M006437,8166.42
M000117,M003037,14781.85
M006920,M005265,743.39
M004720,M000686,2147.93
M004583,M009821,203.93
M001811,M003093,929.3
M006487,M000994,156.72
M003897,M002917,3539.0
M006927,M006552,890.16
M006718,M002908,1733.81
M002819,M001757,669.4
M003554,M002036,2275.03
M002821,M000882,954.62
M006478,M006891,5843.97
M008823,M006495,4059.43
M005674,M000001,1691.53
M006968,M005169,2522.4
M000349,M005919,159.78
M004184,M007480,1528.83
M002102,M009371,735.13
M002477,M004761,473.22
M003787,M004521,2099.16
M002169,M003007,27457.96
M007962,M003741,5952.89
M001021,M001922,757.51
M002432,M009134,239.55
M007244,M009907,627.71
M007373,M004101,17210.99
M007056,M000531,1733.8
M005993,M002105,1459.35
M004122,M008664,719.81
M006286,M005439,720.75
M001764,M005336,3406.94
M008413,M005773,14504.18
M000540,M001083,764.0
M002324,M007249,206.63
M002269,M001129,3932.74
M006302,M005374,257.45
M004653,M003493,405.89
M009639,M003662,1207.03
M000420,M001081,3766.32
M000331,M005143,4370.76
M008560,M007255,1176.03
M009886,M001145,285.91
M002282,M004765,9578.81
M003190,M006359,190.33
M001760,M002367,331.7
M003133,M001519,212.63
M007247,M007568,707.55
M003104,M007569,8497.48
M001930,M006715,2614.63
M005252,M001863,269.21
M005798,M000279,6867.84
M000762,M000849,15.17
M002953,M008783,1066.39
M001120,M001467,216.65
M001675,M004251,175.68
M002696,M000165,444.87
M006446,M006895,929.03
M001050,M005108,1541.63
M007804,M008686,492.82
M008281,M005247,1297.51
M005103,M000194,330.17
M008336,M009711,968.34
M003294,M006781,679.07
M003337,M004553,3719.08
M001059,M001191,260.34
M001208,M006127,947.14
M001416,M002528,514.73
M008600,M007122,918.25
M001123,M002610,336.75
M000867,M007544,333.43
M009884,M006670,3075.81
M005250,M004247,723.25
M002262,M002710,561.64
M001675,M002410,283.17
M007725,M009639,1353.11
M004048,M001954,4217.13
M006118,M003695,4283.52
M009381,M005766,2252.1
M005714,M004934,578.36
M009612,M003146,285.14
M003231,M002647,5790.18
M006011,M005948,360.89
M000467,M008660,311.39
M002428,M009658,202.6
M003861,M002184,159.38
M004013,M003591,940.21
M005925,M003505,4185.88
M002914,M000061,241.31
M004148,M006126,1645.24
M004442,M008405,389.44
M004578,M001491,111.08
M000645,M006511,3463.36
M009081,M002828,22739.13
M001948,M009647,572.8
M000119,M003710,2428.96
M002047,M007029,2655.2
M006794,M008735,325.94
M002430,M000185,12950.77
M001411,M001684,403.32
M007221,M004725,27.15
M008091,M003428,193.31
M005943,M005320,3634.81
M009984,M006518,1528.11
M004173,M009203,23607.7
M002702,M004650,764.58
M001869,M007813,581.03
M003125,M009377,69.25
M007645,M009247,1543.26
M007336,M000433,22298.08
M000841,M003109,656.51
M003502,M004314,165.46
M008745,M006640,89.33
M001195,M004183,14678.96
M008803,M004361,135.16
M003428,M007930,2131.94
M003019,M001101,1201.47
M005726,M008510,477.21
M002335,M006283,2586.45
M009299,M003423,13418.72
M001052,M001728,83.63
M003628,M002757,1003.67
M003162,M003746,605.86
M008525,M000249,1638.99
M002639,M002676,376.17
M000536,M000473,1365.21
M001595,M009518,335.07
M008951,M003197,151.13
M000990,M002002,1285.1
M008660,M004425,28882.26
M001061,M006048,24.49
M003642,M007227,5515.73
M004954,M003342,858.88
M004693,M006794,8985.65
M001272,M005497,441.27
M003124,M007868,342.8
M009504,M001611,665.84
M005662,M001647,2091.41
M003153,M001552,996.96
M002114,M003793,424.49
M007670,M001183,2210.83
M004032,M001181,37253.45
M008914,M009320,1439.63
M009777,M001860,993.48
M005553,M005482,836.79
M000933,M006730,365.66
M004183,M009856,8115.44
M003425,M006140,373.5
M001904,M007815,10991.62
M008272,M009074,34056.89
M001673,M006124,1460.9
M009192,M000748,812.09
M001701,M009246,333.95
M001393,M005718,263.85
M007602,M006199,6247.39
M007308,M006486,3740.62
M006793,M004319,2591.04
M003924,M001178,2447.95
M002298,M007609,1877.79
M009994,M009491,983.63
M007777,M002492,2386.52
M009700,M008040,335.62
M007986,M009017,604.34
M002452,M007313,1615.43
M007231,M009610,5082.08
M003198,M009092,7567.29
M008624,M003183,5295.98
M002465,M006902,300.3
M005380,M006681,675.04
M002214,M006305,2427.03
M001591,M004868,11255.52
M006712,M007584,2876.3
M003002,M001227,917.43
M008755,M006729,1468.46
M001937,M006432,236.36
M004300,M001089,9456.25
M005852,M002007,392.76
M002728,M007517,1503.67
M000397,M004832,1142.42
M004322,M005828,3507.02
M006325,M004452,550.02
M009401,M004310,7780.29
M000552,M005261,607.5
M007820,M008589,4216.05
M000273,M007112,2301.93
M003229,M007541,165.8
M008982,M004980,873.91
M009345,M003750,1124.58
M006941,M000766,7242.01
M001037,M005314,1172.19
M006911,M009368,1098.41
M005268,M002213,813.07
M009476,M009427,30873.1
M004690,M009131,6527.84
M001062,M003439,157.2
M001355,M002139,4296.86
M003966,M002391,104.89
M001443,M005208,147.02
M001061,M005426,89.42
M004703,M003320,6268.64
M007105,M002312,4834.92
M006967,M004584,102.32
M002061,M004485,254.12
M006285,M008646,7678.09
M008153,M008112,1090.05
M004230,M007674,35.43
M007809,M002941,12407.78
M004699,M003312,2927.77
M004800,M003061,214.87
M007286,M006298,69.5
M005862,M008873,316.97
M000030,M008478,305.75
M007084,M001112,468.35
M008365,M007266,1193.24
M001957,M008240,1279.49
M003591,M003545,4048.12
M009053,M002448,2775.42
M000449,M007221,3341.39
M000073,M007387,515.87
M005222,M007399,655.83
M007269,M009120,402.26
M002705,M005239,218.17
M008550,M009061,97.58
M001441,M009925,1472.19
M005275,M005900,3319.22
M003391,M008104,279.62
M006812,M007206,601.5
M004474,M004028,1552.07
M002127,M005836,3502.37
M004149,M004056,3465.18
M009776,M000901,336.75
M009292,M005447,1549.64
M006066,M005537,975.19
M006169,M001100,260.03
M001197,M003721,4212.49
M005322,M003030,29.78
M008168,M001447,644.43
M003227,M001130,100.08
M009327,M002448,7789.69
M001221,M005536,541.61
M000338,M007940,836.6
M004811,M001498,15721.94
M008210,M005924,335.6
M004395,M005480,4276.98
M005662,M005788,9189.05
M000763,M001584,1098.05
M005588,M004809,371.97
M007211,M006330,94.3
M001198,M000901,5465.53
M009709,M005901,429.51
M008568,M006490,1180.98
M006253,M004509,709.75
M002464,M004416,667.8
M009487,M000287,405.73
M008434,M009082,1318.5
M000694,M006245,291.79
M005699,M007572,525.47
M007150,M001113,1410.02
M008202,M009325,50.12
M005241,M006498,4454.4
M000302,M005791,350.12
M009195,M001159,2732.66
M006810,M004362,1431.34
M000493,M002990,1255.7
M001364,M005375,2085.94
M002932,M004880,187.15
M004916,M002680,608.87
M007261,M007545,10090.63
M000108,M006262,5040.53
M004369,M008530,10793.98
M008677,M002573,713.08
M003594,M005840,1342.69
M004083,M005076,1386.37
M004150,M003837,100.47
M001607,M003005,13356.06
M006895,M002804,584.0
M007372,M005195,2076.38
M005015,M001866,57.03
M002897,M009737,2015.37
M001640,M003622,651.6
M009133,M007107,119.07
M002363,M007421,373.33
M006041,M006235,612.41
M008115,M009006,11630.98
M002120,M006239,80.63
M000168,M001589,2453.26
M008544,M008477,203.82
M008154,M003059,4198.53
M000987,M002964,288.36
M002216,M005982,1560.43
M005684,M005675,1059.94
M001342,M009165,224.62
M005412,M002890,4694.42
M007846,M006077,552.3
M004022,M001345,898.06
M008356,M008261,37.14
M005364,M008543,1088.67
M003379,M007156,122.26
M001469,M002207,151.14
M005699,M008711,1454.32
M002534,M006904,97.6
M001372,M005110,6094.92
M001978,M008947,241.21
M005342,M004783,359.0
M001990,M009284,947.75
M008737,M002682,11063.04
M004169,M005683,1879.28
M005362,M008059,9576.72
M006148,M000515,11529.4
M009197,M002942,10520.02
M003673,M002810,63.72
M004224,M005116,1354.76
M008152,M007254,126.86
M008520,M001547,1105.68
M006173,M001180,239.54
M007214,M002381,2943.16
M008760,M009445,57.5
M000502,M009143,1715.3
M009705,M002292,462.45
M007242,M004615,548.74
M008877,M008871,2215.7
M009589,M009846,754.01
M009786,M003238,1806.43
M007394,M005984,3070.42
M003757,M008504,7749.05
M000701,M005266,4497.31
M000088,M006982,470.88
M003900,M006565,1476.1
M003254,M006476,124.79
M002645,M000238,10866.92
M006097,M004698,161.52
M000800,M006361,1810.28
M002757,M002091,2375.17
M000465,M004498,53.11
M004243,M008880,1313.51
M005931,M000178,135.75
M002586,M005010,2668.12
M003011,M006498,306.88
M004142,M000880,751.96
M007981,M000111,243.14
M000156,M004321,587.16
M008622,M005568,961.49
M008993,M004957,682.86
M009694,M003423,3382.11
M008996,M004402,119.45
M007307,M006324,551.77
M009542,M004747,2576.74
M007662,M009476,82.13
M000567,M002225,267.77
M002229,M001690,948.79
M002472,M007527,572.9
M002803,M005565,4781.2
M000682,M000527,6021.44
M001317,M008564,19854.26
M004272,M000179,23.21
M007407,M004023,913.65
M001426,M004631,5850.71
M006638,M007980,3246.25
M003304,M000175,351.22
M008216,M009026,358.24
M001458,M000734,280.27
M009695,M000251,3744.14
M000201,M004049,3659.04
M000735,M000082,858.8
M004227,M001568,387.65
M000142,M009581,290.13
M008652,M009509,36.88
M000594,M001110,2341.21
M006214,M006969,443.39
M007033,M001948,226.67
M001448,M003301,497.04
M007618,M005468,676.1
M000436,M005677,566.11
M006826,M006219,4855.42
M002394,M001424,38751.41
M008506,M006590,3631.88
M008983,M001443,136.43
M006116,M006008,814.45
M001554,M004103,4334.45
M000731,M003742,148.61
M004930,M009956,58.0
M000532,M003248,187.0
M003076,M006508,183.28
M009023,M003744,2668.69
M001519,M006722,2584.07
M003136,M006031,4785.9
M000796,M001060,205.34
M005852,M007899,3179.05
M009323,M008302,11720.79
M009037,M008605,1854.47
M002845,M007065,223.61
M002496,M001985,2416.1
M002005,M005059,34.95
M009192,M007081,239.34
M006651,M000836,703.22
M007745,M005917,1321.21
M005770,M007771,1021.04
M008418,M002503,5709.02
M005536,M004297,1249.18
M004961,M007931,1151.86
M007773,M005026,4112.01
M004306,M001900,666.28
M003266,M003711,148.75
M000348,M004908,7762.33
M006063,M003348,15675.28
M006258,M008344,216.04
M006295,M003090,4079.21
M005061,M009831,1110.38
M008670,M001670,94.91
M006258,M008825,582.37
M007992,M007296,1141.84
M000347,M000518,20490.69
M006758,M007907,1084.1
M005411,M008791,833.93
M006844,M003279,853.36
M005557,M001249,5491.6
M000475,M002841,117.23
M000759,M000989,785.37
M001272,M002012,2704.76
M003569,M008149,585.02
M008056,M008208,730.39
M000398,M006959,4274.89
M006690,M008460,1500.45
M003027,M004162,931.04
M004279,M000538,1281.02
M002239,M002417,526.66
M009100,M009734,3883.74
M001907,M004481,6341.02
M007113,M004528,106.47
M004964,M004913,2859.98
M008751,M004681,2337.88
M000364,M002127,33431.13
M002264,M000924,6170.51
M006830,M007166,836.27
M005904,M005471,2074.51
M006341,M005498,205.95
M000671,M006470,95858.34
M008311,M001624,358.54
M000554,M009368,1802.75
M005053,M005796,381.91
M004733,M006954,5304.07
M003248,M000533,1309.57
M006990,M006781,601.15
M007406,M002829,7314.73
M008697,M009407,630.86
M009967,M006181,373.6
M007067,M006909,2413.22
M008828,M002288,84.47
M004985,M004356,258.94
M000175,M001411,1076.72
M005748,M003115,1672.52
M009402,M004980,805.03
M001105,M008234,844.39
M005164,M005080,20027.96
M001945,M004916,548.16
M007574,M008283,25287.54
M001138,M005890,595.63
M003001,M003119,817.29
M000194,M005637,252.4
M008459,M009191,3956.23
M006477,M006483,317.76
M003068,M004480,973.01
M001956,M000260,1650.31
M007412,M000593,6782.98
M002204,M007738,3143.04
M000808,M008028,1050.27
M002498,M009742,16432.69
M007670,M004910,841.58
M003818,M004949,597.85
M000028,M004917,2048.78
M002755,M008923,60.31
M000163,M006974,577.03
M004919,M005529,3551.75
M007603,M006603,1734.83
M004506,M004208,1013.29
M000233,M004921,45.05
M007120,M004705,2198.5
M009054,M003194,5715.27
M003755,M004916,1157.79
M007691,M007872,8916.63
M003245,M007861,1779.06
M009105,M007213,123.92
M002030,M005114,2088.73
M003190,M008578,445.43
M001550,M000517,537.61
M002494,M008332,5528.48
M005264,M005399,748.79
M008936,M008271,138.98
M000623,M000636,307.97
M006299,M005495,58.94
M001647,M003618,3751.07
M002324,M009323,165.4
M001413,M006729,1510.24
M001698,M006810,2456.04
M008420,M003290,351.21
M007389,M003599,1901.7
M003472,M001527,1918.44
M006286,M006505,6779.35
M002344,M009678,276.23
M004606,M000847,4234.47
M004553,M006235,674.62
M008992,M004793,2146.48
M000625,M008541,170.05
M007724,M005083,80.69
M008869,M002021,390.79
M006669,M008621,351.53
M002858,M009740,739.98
M009274,M008570,41.97
M000588,M007643,366.41
M004265,M005239,11525.38
M005968,M007264,470.08
M009631,M007952,1588.81
M008398,M009396,2888.3
M008861,M008262,647.48
M000110,M003942,742.97
M002111,M001600,399.26
M005262,M000087,1403.01
M004441,M004956,841.29
M009968,M003162,182.16
M004164,M004133,8745.92
M005683,M001850,525.77
M004880,M005700,1838.18
M004901,M003018,8667.6
M008434,M008401,786.75
M006799,M000572,149.99
